Tag1,Tag2,OERatio,Count1,Count2,Count12,CountAll
"forms","login","5.74739410001505","28855","6572","225","4844033"
"asp.net","drop-down-menu","5.74580743258594","165512","7345","1442","4844033"
"nginx","static","5.74559626040618","4574","5161","28","4844033"
"console","printing","5.74438491385853","3840","6588","30","4844033"
"3d","flash","5.74376101436785","4902","23914","139","4844033"
"forms","select","5.74239196664687","28855","10729","367","4844033"
"drop-down-menu","webforms","5.742131999871","7345","3905","34","4844033"
"jpa","spring-mvc","5.73713228266648","9912","9796","115","4844033"
"junit","spring-mvc","5.73544459299104","5173","9796","60","4844033"
"query","sql-server","5.7349791395013","28024","64741","2148","4844033"
"character-encoding","servlets","5.73354302034282","5389","11131","71","4844033"
"pdo","postgresql","5.72957755526163","4711","16331","91","4844033"
"database","transactions","5.7261233866028","53161","4758","299","4844033"
"data","r","5.72541361350306","7481","27595","244","4844033"
".htaccess","joomla","5.72130734180706","18460","6788","148","4844033"
"cookies","redirect","5.71910988101277","8882","10585","111","4844033"
"navigation","silverlight-4.0","5.71201342384761","3846","5292","24","4844033"
"facebook","tabs","5.71075364732664","41604","4832","237","4844033"
"drag-and-drop","uiimageview","5.70988386827347","4455","3999","21","4844033"
"batch","shell","5.70283447779322","5413","15692","100","4844033"
"deployment","java-ee","5.69973599314718","8142","13152","126","4844033"
"class","reflection","5.69791874389686","17872","8705","183","4844033"
"multidimensional-array","php","5.69790752385407","5661","373486","2487","4844033"
"java","jsp","5.69718061834154","400375","16936","7975","4844033"
"iis","redirect","5.6942508983721","11814","10585","147","4844033"
"compiler-errors","xcode4","5.69088687112342","3989","5548","26","4844033"
"architecture","documentation","5.68954091867798","7071","3853","32","4844033"
"actionscript-3","event-handling","5.6893163893313","25871","4410","134","4844033"
"colors","xna","5.68575983527633","5253","4379","27","4844033"
"proxy","web-services","5.68568740064431","4669","27736","152","4844033"
"insert","jdbc","5.68345885770219","4759","7701","43","4844033"
"image-processing","matrix","5.68344350503223","9366","5460","60","4844033"
"binding","checkbox","5.68019815735815","7372","5784","50","4844033"
"apache","seo","5.6784082869447","24512","3863","111","4844033"
"architecture","java-ee","5.67754981752685","7071","13152","109","4844033"
"android-listview","sqlite","5.6772409810869","4358","20166","103","4844033"
"background","layout","5.67708861042577","5072","10262","61","4844033"
"login","permissions","5.67667446446471","6572","4934","38","4844033"
"foreach","stl","5.67661089993803","4568","5791","31","4844033"
"compiler-errors","header","5.67331695396573","3989","4709","22","4844033"
"select","table","5.67309744414557","10729","13211","166","4844033"
"bitmap","winapi","5.67308120227278","4571","15878","85","4844033"
"https","rest","5.67190870645541","5332","13935","87","4844033"
"autocomplete","primefaces","5.67128634188736","5284","5011","31","4844033"
"session","tomcat","5.67015268829096","13670","11999","192","4844033"
"parameters","struct","5.67010906311421","5646","4842","32","4844033"
"class","templates","5.66835603693799","17872","14584","305","4844033"
"compiler-errors","cuda","5.66821556568851","3989","4499","21","4844033"
"ant","tomcat","5.66620468557668","7196","11999","101","4844033"
"button","listview","5.66611097148696","10391","13493","164","4844033"
"eclipse-plugin","gwt","5.6653395951159","4823","12587","71","4844033"
"collections","data-binding","5.66481196284415","7032","9485","78","4844033"
"data-structures","haskell","5.66221741042419","7853","10785","99","4844033"
"unicode","winapi","5.66142204934925","7167","15878","133","4844033"
"foreach","powershell","5.66064522813819","4568","9554","51","4844033"
"perl","scripting","5.65182698102705","26124","5807","177","4844033"
"oop","pdo","5.65121628360513","18195","4711","100","4844033"
"frameworks","gui","5.65117140995072","5714","11701","78","4844033"
"jdbc","jpa","5.64792190494636","7701","9912","89","4844033"
"cocoa-touch","cocos2d-iphone","5.64640040251128","24829","4630","134","4844033"
"controller","playframework","5.64611304364448","4181","4104","20","4844033"
"perl","utf-8","5.64604110665351","26124","6010","183","4844033"
"jar","properties","5.64313127763114","5132","6356","38","4844033"
"jboss","spring-security","5.64075535949622","5195","3802","23","4844033"
"command-line","osx","5.64063383611998","6784","30128","238","4844033"
".net-3.5","wpf","5.63522693205109","4869","62497","354","4844033"
"deployment","visual-studio-2008","5.63499726254756","8142","13831","131","4844033"
"mvvm","textbox","5.63304846551642","7964","4751","44","4844033"
"air","sqlite","5.6320195730375","5246","20166","123","4844033"
"filter","map","5.63200112865145","4902","6141","35","4844033"
"mod-rewrite","wordpress","5.62498980154232","10667","29467","365","4844033"
"eclipse","jboss","5.62346859222331","42448","5195","256","4844033"
"loops","matrix","5.62300688747872","11360","5460","72","4844033"
"debugging","netbeans","5.62278932095183","17230","8450","169","4844033"
"uitableview","xcode4","5.62240970768273","14908","5548","96","4844033"
"google-chrome-extension","javascript","5.62206914925306","5085","359555","2122","4844033"
".net-4.0","entity-framework","5.61821893945694","6585","23830","182","4844033"
"asp.net-mvc-3","knockout.js","5.61645068200536","33133","5102","196","4844033"
"caching","memory","5.61470565184108","11864","10617","146","4844033"
"for-loop","parallel-processing","5.61257289642437","6401","4045","30","4844033"
"join","postgresql","5.61234810181892","9196","16331","174","4844033"
"routing","rspec","5.61091957202365","4227","5106","25","4844033"
"documentation","open-source","5.60859454158449","3853","4259","19","4844033"
"soap","ssl","5.60710374923314","8874","8275","85","4844033"
"foreach","variables","5.60685825432293","4568","13050","69","4844033"
"index","select","5.60486422031475","3786","10729","47","4844033"
"selenium","unit-testing","5.60432314026204","7191","17669","147","4844033"
"codeigniter","mod-rewrite","5.60358951722972","18315","10667","226","4844033"
"mercurial","tags","5.5993469215361","5072","3923","23","4844033"
"internationalization","seo","5.59563988184789","4706","3863","21","4844033"
"memory-leaks","pointers","5.59487680188852","6019","11076","77","4844033"
"cookies","webview","5.59360388916795","8882","4875","50","4844033"
"button","image","5.59345534951492","10391","31337","376","4844033"
"browser","internet-explorer-8","5.59304199833272","8491","5304","52","4844033"
"path","unix","5.59196556094329","4681","13139","71","4844033"
"dns","ssl","5.58807242551915","4714","8275","45","4844033"
"jboss","jsf-2","5.58757831863193","5195","8177","49","4844033"
"get","https","5.58585408464758","4066","5332","25","4844033"
"jar","tomcat","5.58513584562808","5132","11999","71","4844033"
".net-4.0","xaml","5.58504165409877","6585","15542","118","4844033"
"windows","windows-8","5.5836242387565","47359","6558","358","4844033"
"console","stream","5.58171206674041","3840","4068","18","4844033"
"asp.net-mvc-3","web-config","5.58013930900283","33133","3799","145","4844033"
"asp.net-mvc-3","iis7","5.57850146359367","33133","6814","260","4844033"
"jsf","netbeans","5.57691137347019","14288","8450","139","4844033"
"http","upload","5.57673821437212","16499","5212","99","4844033"
"netbeans","svn","5.57644302719131","8450","15420","150","4844033"
"date","parsing","5.57451323214513","12775","16665","245","4844033"
"authentication","web-services","5.57356218547893","12158","27736","388","4844033"
"cakephp","login","5.57300551724289","13358","6572","101","4844033"
"delegates","multithreading","5.57297799038218","4587","35814","189","4844033"
"hyperlink","pdf","5.57127363232145","4836","11147","62","4844033"
"javascript-events","jquery-ui","5.5709528796056","8272","20918","199","4844033"
"debugging","exception","5.56992959693387","17230","12871","255","4844033"
"core-data","ipad","5.56973132654008","10862","25622","320","4844033"
"netbeans","plugins","5.56807220763614","8450","9060","88","4844033"
"c","file-io","5.56387955506976","91881","7552","797","4844033"
"java","spring-mvc","5.56028247966286","400375","9796","4502","4844033"
"codeigniter","file-upload","5.55813544170352","18315","8946","188","4844033"
"model","mvvm","5.55775959838278","5472","7964","50","4844033"
"build","xcode","5.55766674284401","5493","52521","331","4844033"
"filter","sorting","5.557342159725","4902","12447","70","4844033"
"reference","static","5.55683516217214","5405","5161","32","4844033"
"c++11","for-loop","5.55606943715228","5993","6401","44","4844033"
"android","dialog","5.55585020440609","318032","4507","1644","4844033"
"content-management-system","web-applications","5.55441764010445","4003","11111","51","4844033"
"java-ee","junit","5.55350819668661","13152","5173","78","4844033"
"charts","graphics","5.55057764605436","4808","7805","43","4844033"
"bitmap","blackberry","5.54902454563662","4571","8021","42","4844033"
"linker","ubuntu","5.54664224742404","4306","9938","49","4844033"
"uinavigationcontroller","uitableviewcell","5.54564440287556","4460","6463","33","4844033"
"stream","twitter","5.54560784897366","4068","7730","36","4844033"
"database-design","design-patterns","5.54469794990691","10736","12613","155","4844033"
"linker","qt","5.53911778675578","4306","19903","98","4844033"
"pdo","zend-framework","5.5379646455791","4711","14668","79","4844033"
"https","iframe","5.53781539325321","5332","9679","59","4844033"
"methods","model","5.53516326882472","6877","5472","43","4844033"
"ftp","http","5.53360644883415","4669","16499","88","4844033"
"command-line","ubuntu","5.53239253477694","6784","9938","77","4844033"
"asp.net-mvc-4","mvc","5.53145517400832","7927","12594","114","4844033"
"delete","tree","5.52760216266324","4667","4131","22","4844033"
"generics","static","5.5274056613746","12226","5161","72","4844033"
"macros","vim","5.52486734639913","5121","9759","57","4844033"
"c#-4.0","windows-services","5.52339688466323","13967","4207","67","4844033"
"crash","logging","5.52180202849954","4106","9828","46","4844033"
"iis","windows-7","5.52128064571036","11814","7352","99","4844033"
"casting","compiler-errors","5.52080790843127","5279","3989","24","4844033"
"crash","monotouch","5.52056624850904","4106","4274","20","4844033"
"architecture","plugins","5.51976919376254","7071","9060","73","4844033"
"frameworks","linker","5.51252869192461","5714","4306","28","4844033"
"debugging","memory-leaks","5.51162269373912","17230","6019","118","4844033"
"background","dialog","5.50951840424884","5072","4507","26","4844033"
"header","proxy","5.50800768350467","4709","4669","25","4844033"
"ajax","jsf-2","5.50776494056339","59694","8177","555","4844033"
"deployment","ssh","5.50763092757014","8142","4969","46","4844033"
"batch","replace","5.50512582111948","5413","4389","27","4844033"
"language-agnostic","recursion","5.50481028085009","6043","6844","47","4844033"
"ios5","monotouch","5.50364957698397","11944","4274","58","4844033"
"visual-studio-2010","web-config","5.50238596314624","32906","3799","142","4844033"
"jquery-mobile","jquery-plugins","5.50169241019452","11318","9024","116","4844033"
"join","oracle","5.50124904156247","9196","27002","282","4844033"
"java-ee","web-services","5.49758313328063","13152","27736","414","4844033"
"binding","windows-phone-7","5.49713270389428","7372","16615","139","4844033"
"content-management-system","web","5.49615028352854","4003","6385","29","4844033"
"mysql","stored-procedures","5.496080601664","158006","9544","1711","4844033"
".net-4.0","reflection","5.49282667298182","6585","8705","65","4844033"
"active-directory","sharepoint2010","5.49095025047531","4048","6320","29","4844033"
"data","graph","5.48992270578606","7481","6487","55","4844033"
"cross-browser","iframe","5.48983120937186","3920","9679","43","4844033"
"crash","memory-leaks","5.4880977246351","4106","6019","28","4844033"
"node.js","proxy","5.48724473502949","20798","4669","110","4844033"
"events","winforms","5.48597006558664","14775","35678","597","4844033"
"encoding","text","5.4856932485291","7101","8456","68","4844033"
"binary","matlab","5.48535321554709","3798","17671","76","4844033"
".net-4.0","winforms","5.48444201601918","6585","35678","266","4844033"
"google-chrome","javascript-events","5.48431554367064","14308","8272","134","4844033"
"perl","script","5.48414126026726","26124","7337","217","4844033"
"configuration","wcf","5.4839764974037","6279","29120","207","4844033"
"linker","xcode","5.48327524098405","4306","52521","256","4844033"
"search","sharepoint2010","5.48327438876508","12161","6320","87","4844033"
"mongodb","playframework","5.48100839004962","15505","4104","72","4844033"
"silverlight-4.0","visual-studio-2010","5.47997264270349","5292","32906","197","4844033"
"attributes","methods","5.47974210933339","4499","6877","35","4844033"
"ado.net","c#","5.47679850300071","5152","446009","2598","4844033"
"api","authentication","5.47667735780974","20879","12158","287","4844033"
"content-management-system","plugins","5.47617303027145","4003","9060","41","4844033"
"internationalization","jsf","5.47516637881925","4706","14288","76","4844033"
"java","tomcat","5.47311945555251","400375","11999","5428","4844033"
"callback","wcf","5.47296449640489","4316","29120","142","4844033"
"drupal-7","filter","5.47189685004544","3973","4902","22","4844033"
"background","cocos2d","5.47104308174","5072","4015","23","4844033"
"graph","matrix","5.47054435724083","6487","5460","40","4844033"
"iis","web-services","5.46975686475628","11814","27736","370","4844033"
"internet-explorer-8","windows-7","5.46576248939351","5304","7352","44","4844033"
".net-4.0","c#","5.46258263141886","6585","446009","3312","4844033"
"iphone-sdk-4.0","sqlite3","5.46237370320253","7390","4800","40","4844033"
"nginx","ruby-on-rails-3.1","5.46111647729687","4574","5042","26","4844033"
"sharepoint","web-services","5.45983139012549","13083","27736","409","4844033"
"navigation","user-interface","5.45912861901473","3846","8075","35","4844033"
"compilation","mono","5.45787658244374","4722","4323","23","4844033"
"lambda","list","5.45620530441885","4480","18628","94","4844033"
"drag-and-drop","winforms","5.45521553961676","4455","35678","179","4844033"
"powershell","tfs","5.45482117735748","9554","5391","58","4844033"
"resources","winapi","5.45383823392498","4531","15878","81","4844033"
"dojo","javascript","5.45280239682859","4724","359555","1912","4844033"
"arrays","vector","5.45250938220384","49704","6095","341","4844033"
"compiler-errors","stl","5.45208778466461","3989","5791","26","4844033"
"rss","xslt","5.45184848159584","4010","11965","54","4844033"
"insert","tsql","5.45175076945886","4759","19604","105","4844033"
"javascript-events","jquery","5.45069851604686","8272","300065","2793","4844033"
"ios4","monotouch","5.45021519989856","4159","4274","20","4844033"
"function","static","5.44974026807565","17567","5161","102","4844033"
"debugging","dll","5.44895754646342","17230","8410","163","4844033"
"class","enums","5.44804708412249","17872","4577","92","4844033"
"seo","wordpress","5.44698816327054","3863","29467","128","4844033"
"delete","sed","5.44535982375086","4667","4384","23","4844033"
"model","ruby-on-rails-3.1","5.44276842795373","5472","5042","31","4844033"
"data","insert","5.44241587689303","7481","4759","40","4844033"
"dom","xhtml","5.44158613049625","11955","4840","65","4844033"
"memory-management","properties","5.44145916058352","9664","6356","69","4844033"
"dynamic","methods","5.4377624450279","9197","6877","71","4844033"
"internationalization","ruby-on-rails","5.43768343288049","4706","111306","588","4844033"
"drag-and-drop","extjs","5.43662514029181","4455","9000","45","4844033"
"reference","visual-studio","5.4350525213136","5405","26713","162","4844033"
"visual-c++","windows-7","5.43420638894489","13337","7352","110","4844033"
"oracle","select","5.4341957174853","27002","10729","325","4844033"
"assembly","linux","5.43410105365967","8455","49974","474","4844033"
"language-agnostic","tree","5.43322055728026","6043","4131","28","4844033"
"insert","sql-server-2008","5.43254091022248","4759","25669","137","4844033"
"groovy","maven-2","5.43144795041315","5938","4656","31","4844033"
"parallel-processing","scala","5.42991571532271","4045","14997","68","4844033"
"inheritance","types","5.42744897328899","10508","6625","78","4844033"
".net","vb.net","5.4261686832966","151063","45090","7630","4844033"
"constructor","generics","5.42534592033927","5039","12226","69","4844033"
"open-source","web-applications","5.42528022368742","4259","11111","53","4844033"
"asp.net-mvc-2","jqgrid","5.4239736291057","8447","5815","55","4844033"
"magento","navigation","5.42179307052272","15332","3846","66","4844033"
"dom","internet-explorer","5.42138795604419","11955","18610","249","4844033"
"iframe","javascript","5.41731516458821","9679","359555","3892","4844033"
"dictionary","for-loop","5.41687394450197","6147","6401","44","4844033"
"maven","resources","5.41095810339196","12645","4531","64","4844033"
"file-upload","post","5.41062499218123","8946","10508","105","4844033"
"casting","null","5.41012521548795","5279","3901","23","4844033"
"bash","for-loop","5.4098216094068","20983","6401","150","4844033"
"swing","user-interface","5.40812306184375","25623","8075","231","4844033"
"apache","url","5.40723420852719","24512","13961","382","4844033"
"ios","phonegap","5.40684135514373","139084","12110","1880","4844033"
"compilation","emacs","5.40628984725996","4722","7590","40","4844033"
"gridview","yii","5.40595092852285","9479","4632","49","4844033"
"devise","session","5.40568891966907","4392","13670","67","4844033"
"android","phonegap","5.4045244170829","318032","12110","4297","4844033"
"uitableviewcell","xcode4","5.40376527426209","6463","5548","40","4844033"
"tags","text","5.40288264922849","3923","8456","37","4844033"
".net-3.5","iis7","5.40215341386655","4869","6814","37","4844033"
"binding","service","5.40165606155898","7372","7542","62","4844033"
"maven-2","properties","5.40162179335379","4656","6356","33","4844033"
"uiscrollview","xcode4","5.40070128364266","4850","5548","30","4844033"
"validation","webforms","5.40051981321409","16538","3905","72","4844033"
"for-loop","index","5.39687576054752","6401","3786","27","4844033"
"c#","reflection","5.3948625040238","446009","8705","4324","4844033"
"dns","mod-rewrite","5.39464967133438","4714","10667","56","4844033"
"reporting-services","sharepoint","5.39458270673761","6383","13083","93","4844033"
"drupal","solr","5.39327074925426","11820","5699","75","4844033"
"insert","sql-server","5.39269806576884","4759","64741","343","4844033"
"parameters","struts2","5.39185421085726","5646","5251","33","4844033"
"crash","iphone","5.39015460816229","4106","170500","779","4844033"
"memory","vector","5.3896934220143","10617","6095","72","4844033"
"networking","ssh","5.3891719052876","11577","4969","64","4844033"
"animation","timer","5.38784183144093","10984","4993","61","4844033"
"search","vim","5.38773737426388","12161","9759","132","4844033"
"io","text","5.3877117543668","4572","8456","43","4844033"
"cocos2d","iphone-sdk-4.0","5.38754666617235","4015","7390","33","4844033"
"charts","data","5.38695032407112","4808","7481","40","4844033"
"dynamic","object","5.38197011271475","9197","11450","117","4844033"
"datatable","select","5.38103700255927","4363","10729","52","4844033"
"3d","image-processing","5.38083665990506","4902","9366","51","4844033"
"sdk","uiwebview","5.37816351696634","5537","5368","33","4844033"
"grails","unit-testing","5.37802761796094","10960","17669","215","4844033"
"fonts","google-chrome","5.37588344249103","5353","14308","85","4844033"
"awk","parsing","5.37218544427139","4058","16665","75","4844033"
"binary","c","5.37201707586843","3798","91881","387","4844033"
"jquery-ajax","post","5.3707019339865","13905","10508","162","4844033"
"gcc","stl","5.36955560170409","9970","5791","64","4844033"
"browser","printing","5.36891281078569","8491","6588","62","4844033"
"import","python-2.7","5.36884833728116","5122","5813","33","4844033"
"linker","mfc","5.36815043520731","4306","5239","25","4844033"
"data-structures","optimization","5.36736451717697","7853","10573","92","4844033"
"graph","matlab","5.36668109925575","6487","17671","127","4844033"
"web","web-services","5.36115587193178","6385","27736","196","4844033"
"pointers","string","5.35893007085789","11076","37296","457","4844033"
"vb6","winapi","5.35638122363516","5183","15878","91","4844033"
"redirect","session","5.35633460138586","10585","13670","160","4844033"
"image","resources","5.35618126093477","31337","4531","157","4844033"
"ftp","stream","5.35576570122019","4669","4068","21","4844033"
"asp.net-mvc","jqgrid","5.35513160169124","56778","5815","365","4844033"
"crystal-reports","visual-studio","5.3471921502167","4646","26713","137","4844033"
"stl","stream","5.34620899041964","5791","4068","26","4844033"
"bitmap","fonts","5.3451807120835","4571","5353","27","4844033"
"3d","algorithm","5.34500443638627","4902","28841","156","4844033"
"batch-file","shell","5.34484392563779","5198","15692","90","4844033"
"csv","file","5.33650685219629","8208","20459","185","4844033"
"jsp","session","5.3354114193492","16936","13670","255","4844033"
"crash","ios","5.33533411172898","4106","139084","629","4844033"
"sql","ssis","5.33261151508906","127545","4494","631","4844033"
"javascript","jquery","5.3324385840082","359555","300065","118768","4844033"
"django","templates","5.33174666577176","49650","14584","797","4844033"
"amazon-ec2","apache","5.33162275679766","3966","24512","107","4844033"
"build","command-line","5.32961099826022","5493","6784","41","4844033"
"tabs","view","5.32866560089449","4832","7149","38","4844033"
"bash","if-statement","5.32694093627014","20983","7324","169","4844033"
"firefox","plugins","5.32563501598159","13252","9060","132","4844033"
"command-line","svn","5.32518525125113","6784","15420","115","4844033"
"actionscript-3","bitmap","5.32507842433582","25871","4571","130","4844033"
"node.js","stream","5.32460656813779","20798","4068","93","4844033"
"crash","xcode","5.32357660234215","4106","52521","237","4844033"
"exception","logging","5.32285278825952","12871","9828","139","4844033"
"colors","matlab","5.32278270634845","5253","17671","102","4844033"
"cocoa","delegates","5.32115698728019","24609","4587","124","4844033"
"com","windows-services","5.3201023596536","6060","4207","28","4844033"
"networking","windows","5.31869427828502","11577","47359","602","4844033"
"svg","text","5.31854469329459","5170","8456","48","4844033"
"actionscript","datagrid","5.3184454229914","6740","6081","45","4844033"
"concurrency","java","5.31832525663167","6049","400375","2659","4844033"
"drupal","permissions","5.31582218619106","11820","4934","64","4844033"
"c++","com","5.31411342646794","192988","6060","1283","4844033"
"drop-down-menu","razor","5.31407698979961","7345","8315","67","4844033"
"browser","tabs","5.31292689825066","8491","4832","45","4844033"
"extjs","model","5.31143969298246","9000","5472","54","4844033"
"button","user-interface","5.31122921628118","10391","8075","92","4844033"
"redirect","ssl","5.30908234447938","10585","8275","96","4844033"
"calendar","dojo","5.30907123513821","4056","4724","21","4844033"
"authentication","encryption","5.30785037137444","12158","8332","111","4844033"
"entity-framework","stored-procedures","5.30337048382314","23830","9544","249","4844033"
"inheritance","jpa","5.30188846086137","10508","9912","114","4844033"
"linq","list","5.30168779764293","28252","18628","576","4844033"
"php","session","5.30081836081079","373486","13670","5587","4844033"
"safari","web-applications","5.30051464648385","4606","11111","56","4844033"
"opencv","qt","5.30002444907533","9873","19903","215","4844033"
"c","memory-management","5.29716728843081","91881","9664","971","4844033"
"browser","dom","5.29689849478236","8491","11955","111","4844033"
"button","keyboard","5.29608476898231","10391","3873","44","4844033"
"jboss","ssl","5.29604170870783","5195","8275","47","4844033"
"navigation","sharepoint","5.2948439041284","3846","13083","55","4844033"
"index","loops","5.29353769540114","3786","11360","47","4844033"
"architecture","wcf","5.29318902485932","7071","29120","225","4844033"
"ado.net","oracle","5.29271969042091","5152","27002","152","4844033"
"gwt","tomcat","5.29204772122472","12587","11999","165","4844033"
"methods","module","5.29072739832936","6877","4926","37","4844033"
"data-structures","pointers","5.29068803171236","7853","11076","95","4844033"
"gwt","maven-2","5.28995360674585","12587","4656","64","4844033"
"ftp","shell","5.28925988919163","4669","15692","80","4844033"
"script","ssis","5.28881050432424","7337","4494","36","4844033"
"insert","plsql","5.28868176734091","4759","5004","26","4844033"
"internet-explorer-8","xhtml","5.28343352280518","5304","4840","28","4844033"
"loops","optimization","5.28325807131639","11360","10573","131","4844033"
"opencv","ubuntu","5.28253935669254","9873","9938","107","4844033"
"iframe","tabs","5.28226097036049","9679","4832","51","4844033"
"permissions","tfs","5.28124863482706","4934","5391","29","4844033"
"language-agnostic","sorting","5.28084793241697","6043","12447","82","4844033"
"nginx","ruby-on-rails","5.28062515448908","4574","111306","555","4844033"
"http","node.js","5.27958150619426","16499","20798","374","4844033"
"cakephp","session","5.27898242129164","13358","13670","199","4844033"
"amazon-ec2","mongodb","5.27785452385262","3966","15505","67","4844033"
"oop","properties","5.27766341869105","18195","6356","126","4844033"
"static","templates","5.27728356466486","5161","14584","82","4844033"
"parameters","routing","5.27724575772988","5646","4227","26","4844033"
"formatting","ide","5.277138294071","3762","4636","19","4844033"
"application","website","5.27687732554423","10073","4830","53","4844033"
"http","network-programming","5.27328209927463","16499","3953","71","4844033"
"emacs","keyboard","5.27312174722675","7590","3873","32","4844033"
"http","stream","5.26855340239029","16499","4068","73","4844033"
"python","unicode","5.2681841859939","179356","7167","1398","4844033"
"filter","jqgrid","5.26799993545022","4902","5815","31","4844033"
"gwt","spring-security","5.26351775231971","12587","3802","52","4844033"
"generics","parameters","5.26311780802676","12226","5646","75","4844033"
"c","cuda","5.2615260833229","91881","4499","449","4844033"
"uiview","xcode4","5.25896482373923","6973","5548","42","4844033"
"build","resources","5.25493315603258","5493","4531","27","4844033"
"count","table","5.25102844524438","4050","13211","58","4844033"
"asp.net-mvc","linq-to-sql","5.24867792962881","56778","10533","648","4844033"
"autocomplete","google-maps-api-3","5.24648604802358","5284","7863","45","4844033"
"dll","static","5.24535753724137","8410","5161","47","4844033"
"asp.net","vb.net","5.24390698077639","165512","45090","8079","4844033"
"fonts","web","5.24385497428897","5353","6385","37","4844033"
"crystal-reports","stored-procedures","5.24371035084484","4646","9544","48","4844033"
"constructor","f#","5.24159429946959","5039","4585","25","4844033"
"ide","vb6","5.24150259268329","4636","5183","26","4844033"
"browser","javascript-events","5.24144844911451","8491","8272","76","4844033"
"div","dynamic","5.24101524725034","10552","9197","105","4844033"
"oracle","transactions","5.24084750124685","27002","4758","139","4844033"
"compiler-errors","visual-studio-2010","5.24030189871963","3989","32906","142","4844033"
"google","rss","5.24013180519022","13140","4010","57","4844033"
"asp.net-mvc-2","model","5.23996654925068","8447","5472","50","4844033"
"memory-leaks","objective-c","5.23935143881334","6019","130257","848","4844033"
"drag-and-drop","listview","5.23798464565282","4455","13493","65","4844033"
"dialog","layout","5.23669800202954","4507","10262","50","4844033"
"floating-point","random","5.23537629485944","4012","6688","29","4844033"
"inheritance","object","5.23389366055889","10508","11450","130","4844033"
"ios6","twitter","5.23321481648516","6586","7730","55","4844033"
"unit-testing","visual-studio-2008","5.2329365382156","17669","13831","264","4844033"
"3d","actionscript-3","5.23288435871787","4902","25871","137","4844033"
"python-2.7","unicode","5.23217039909321","5813","7167","45","4844033"
"mod-rewrite","regex","5.23207883920397","10667","56503","651","4844033"
"vbscript","windows","5.22793653361082","5439","47359","278","4844033"
"callback","twitter","5.2269538298482","4316","7730","36","4844033"
"compiler","syntax","5.22674697939941","6562","6638","47","4844033"
"android-ndk","compilation","5.22589657930503","3926","4722","20","4844033"
"console","shell","5.2252963459353","3840","15692","65","4844033"
"javascript-events","jquery-ajax","5.22212495400886","8272","13905","124","4844033"
"header","import","5.22170312168189","4709","5122","26","4844033"
"maven","selenium","5.22065562489996","12645","7191","98","4844033"
"compilation","netbeans","5.22026869068116","4722","8450","43","4844033"
"arraylist","string","5.22024425813415","4777","37296","192","4844033"
"gwt","tree","5.21696223526569","12587","4131","56","4844033"
"templates","types","5.21408244755172","14584","6625","104","4844033"
"uiwebview","video","5.21229633015519","5368","9522","55","4844033"
"console","keyboard","5.21132735175144","3840","3873","16","4844033"
"c++11","concurrency","5.21127315642427","5993","6049","39","4844033"
"redirect","website","5.21112858443577","10585","4830","55","4844033"
"database-design","mongodb","5.20889796979101","10736","15505","179","4844033"
"matlab","struct","5.2084561054686","17671","4842","92","4844033"
"ide","visual-studio-2012","5.20730848677705","4636","5819","29","4844033"
"asp.net-mvc","iis","5.20673291734783","56778","11814","721","4844033"
"character-encoding","fonts","5.20551089725259","5389","5353","31","4844033"
"filter","spring-security","5.19818425355806","4902","3802","20","4844033"
"upload","website","5.19540394121545","5212","4830","27","4844033"
"memory-management","stl","5.19335316790956","9664","5791","60","4844033"
"blackberry","browser","5.19209459164511","8021","8491","73","4844033"
"android-intent","tabs","5.18875097281115","8501","4832","44","4844033"
"casting","dynamic","5.18815076850278","5279","9197","52","4844033"
"map","svg","5.18747921586118","6141","5170","34","4844033"
"hibernate","postgresql","5.1873608298116","23444","16331","410","4844033"
"command-line","parameters","5.18518477035838","6784","5646","41","4844033"
"amazon-s3","stream","5.18475431453391","4134","4068","18","4844033"
"datagridview","textbox","5.18189123650468","5706","4751","29","4844033"
"hash","merge","5.18126052235821","6726","4170","30","4844033"
"open-source","website","5.18053966341889","4259","4830","22","4844033"
"model","playframework","5.17684180602579","5472","4104","24","4844033"
"asp.net","asp.net-mvc-2","5.17637474678628","165512","8447","1494","4844033"
"asp.net-mvc","model","5.17629474464926","56778","5472","332","4844033"
"memory-management","struct","5.176013388986","9664","4842","50","4844033"
"grails","spring","5.17390961319556","10960","26823","314","4844033"
"import","ms-access","5.1729905737988","5122","12249","67","4844033"
"attributes","jquery-selectors","5.17257337468604","4499","5412","26","4844033"
"delegates","ios","5.17068751654171","4587","139084","681","4844033"
"html5","javascript","5.16946075394191","31787","359555","12197","4844033"
"maven-2","plugins","5.16747563494231","4656","9060","45","4844033"
"devise","oauth","5.16404997118347","4392","5553","26","4844033"
"cakephp","plugins","5.16329770884129","13358","9060","129","4844033"
"c#-4.0","generics","5.16286722725441","13967","12226","182","4844033"
"file-upload","jquery-plugins","5.16033105151793","8946","9024","86","4844033"
"amazon-web-services","api","5.1602542032136","4496","20879","100","4844033"
"asynchronous","network-programming","5.15645583948575","7367","3953","31","4844033"
"fonts","swing","5.15623531390391","5353","25623","146","4844033"
"java","jboss","5.15622910643505","400375","5195","2214","4844033"
"ios5","nsstring","5.15588659442855","11944","3933","50","4844033"
"types","variables","5.15464221499313","6625","13050","92","4844033"
"list","loops","5.15044851930458","18628","11360","225","4844033"
"search","sharepoint","5.14537660889424","12161","13083","169","4844033"
